video_id,time,author,text,emocja,pewnosc_emocji
KiTg4fAf_zQ,1 miesiąc temu,@RenataBloch-g1h,"To dziennikarze.,,,,,, to zwykła ustawka  nie zaśpiewali na koniec 100 lat dla prince",LABEL_0,0.9210000038146973
QPJ-binnO1g,2 tygodnie temu,@Pelican11,"@KrzysztofJurgeleit  no i gdzie są te ukradzione miliardy? Przecież jak sobie sam sprawdzisz to właśnie przez 8 lat PIS prawie podwoił budżet. Skrócił mafie vatowskie, mafie paliwowe, dał dzieciom i emerytom, obniżył z powrotem wiek emerytalny, a Polacy zaczęli wracać do Polski bo zaczęło  się żyć lepiej w Polsce  więc to są fakty a nie puste balony miliardy ukradzione...a kibel za 650 tysięcy  jest FAKTEM.",LABEL_0,0.8952969312667847
G7Rusqg2LqY,2 tygodnie temu,@kubus0024,"Ja bym poprosił Maciaka, aby udowodnił mi, że nie jest politykiem prorosyjskim, ale chyba pytanie Jakubiaka wyszło na to samo.",LABEL_0,0.8328362107276917
hMiniaOlEqM,1 miesiąc temu,@teamrfn9989,Debata powinna być z każdym kandydatem,LABEL_5,0.760782778263092
Q0OOXXbQKj8,4 tygodnie temu (edytowany),@janantoni3604,Szymom Huyownja to kandydat na pravownika w McDonald's.,LABEL_5,0.9422959685325623
BPCqlDZinOg,1 dzień temu,@jadwigawoszczyna3383,"P.DR.KAROL NAWROCKI Patriota inteligętny zrównoważony to człowiek, który jest godny ażeby reprezentował nasz kraj na Prezydenta Rzczp ❤❤❤❤❤🇵🇱🇵🇱🇵🇱🇵🇱👍💐🇵🇱",LABEL_5,0.5111063718795776
Kp_JOaC6eYc,2 tygodnie temu,@dorotaptak7972,Świetny wywiad :) dobra robota,LABEL_4,0.955471932888031
mDGdhM32fPE,1 miesiąc temu,@jacekjarosawski6685,Brawo Bosak.,LABEL_4,0.9275776743888855
qiMP6HlnaXQ,2 tygodnie temu (edytowany),@Luke2000_0,​​ @MajacaNadzieje czyli wydaje ci się że jest narcyzem i dlatego na niego nie głosujesz?,LABEL_0,0.850324809551239
bvlzQvdgqLU,2 dni temu,@Ciania123,"Tak, bez wątpienia. Jego mimika, gestykulacja pobiła wszystkich😮",LABEL_2,0.4141787886619568
P1VIeoKuv3k,1 dzień temu,@anoshiki11231," @Raf-1313  Jak mówisz o tendencyjnych pytaniach i komunizmie, ja pytam o konkret, a ty nie podajesz przykładu i piszesz naokoło, to nie odpowiadasz ""konkretnie"".
Czego nie rozumiesz?

Nie, pytania nie były w stylu: ""Kto jest najlepszym przywódcą i dlaczego Stalin"".
Przytoczone przez Ciebie pytanie o demografię było tendencyjne, to prawda, ale sprowadzało się to do wybrania jednej z przyczyn i przedstawienia jej jako nadrzędnej, żeby się gamonie pokłócili.
Nie było tam żadnego komunizmu.

No chyba, że dla Ciebie lewica=komunizm, a w sumie to nawet stalinizm biorąc pod uwagę co napisałeś o tym pytaniu, w takim przypadku mógłbym jedynie przekazać wyrazy współczucia, wiedza o świecie i historia się kłaniają.",LABEL_0,0.8758331537246704
P1VIeoKuv3k,2 dni temu,@tonaszbond3306,Wiemy że przegrała propaganda TVP w likwidacji Sznepftowej,LABEL_0,0.39187270402908325
e8XqrdckYCw,2 tygodnie temu,@handlowiecwtrasie5565,Szybko sie Szymkowi czasy zmieniają 😂,LABEL_0,0.4709326922893524
P9i0WWOhVRg,3 tygodnie temu,@marekzakrzewski612,Dobre!! Nie bać tuska i jego reżim Bratki !!!!,LABEL_0,0.6831991076469421
drhIr2sYbzU,22 godziny temu,@barbaralichocka6430,Pusty kufel że scyzorykiem w środku,LABEL_0,0.9021772146224976
Z89Qq74Fs00,1 miesiąc temu,@TomaszGolis,"Oj, jeszcze usłyszymy od Bążura: - ja chcę do Pisuuu!",LABEL_5,0.5111336708068848
P1VIeoKuv3k,1 dzień temu,@wojciechgarbarczyk8212,"@ Zapomniał Pan o : Będziemy stosować prawo tak jak my je rozumiemy. Widać ,że niczego nie rozumieją zupełnie jak Pan.",LABEL_0,0.9080876111984253
PC2lqAnXzvA,1 miesiąc temu,@marekkalfas9537,bardzo miło i bez zmian,LABEL_4,0.9815760850906372
4pPq-iaul-4,2 dni temu,@danutawala8274,BRAWO TAK TRZYMAC,LABEL_0,0.7587475776672363
qiMP6HlnaXQ,2 tygodnie temu,@BasieńkaZ," @MrKovalius  A nie uważasz, że to Ty nie znasz się na polityce? Wnukami się zajmij... Albo króliki hoduj!",LABEL_0,0.8730637431144714
XA85sfEWnXo,4 dni temu,@halinalaskowska4757,​ @andrzejbrdak masz racje tylko Trzaskowski,LABEL_0,0.5154100060462952
hDemaLdJbr4,2 tygodnie temu (edytowany),@kwaternikkwateruch740,"​@ManamaKosińskato że czystsza niż Berlin nie zasługa trzaska on z Tuskiem dba żeby przestała taka być rozejrzyj się i pomysl,Tusk z trzaskiem są zachwyceni Niemcami i modelem tamtego społeczeństwa ubogaconego kulturowo",LABEL_0,0.9311613440513611
P9i0WWOhVRg,4 tygodnie temu,@JesliMakaronToTylkoKokardki,@ dzięki ;),LABEL_4,0.8244082927703857
D-LSi_fUaK0,2 tygodnie temu,@damj7580,Braun tak naprawdę to jak go posłuchać to nie ma nic ciekawego do powiedzenia. W kółko gada to samo albo Ydzi albo Eurokołchoz albo Ukrainizacja. Jak katarynka. Król jest nagi,LABEL_0,0.932880699634552
k2ldqZg_5ac,4 tygodnie temu,@baldur761,Tylko Pan Artur Bartoszewicz 😀,LABEL_5,0.7838829159736633
kNOy3z2kl68,1 miesiąc temu,@tenar79,"​ @tylkoPrawda89 a przecież w tym wywiadzie na samym początku powiedział, że ""nie określa drugiego człowieka w sposób dyskredytujący"". Pan B. mówi okrągłe słowa, którym sam zaprzecza.",LABEL_0,0.8740963339805603
30dDnzGc3ag,1 miesiąc temu,@Juri_Solovov,Co tak w politykę nagle wchodzisz ?,LABEL_0,0.883259117603302
7ML9uNOVyfA,1 miesiąc temu,@DawidDuisburgDe,Nawrocki to najwieksze ZAGROZENIE dla Polski,LABEL_0,0.6761389374732971
K4g_S65Yg-0,1 dzień temu,@elzbietagadomska-bistua311,CV męża pani prowadzącej debatę bardziej przypomina dossier agenta służb trzyliterowych.,LABEL_0,0.8439865112304688
FAuWVKILK6U,5 dni temu,@Artus848, @Schlesier  A co ty mi o jakimś Rafciu gadasz?,LABEL_0,0.6599936485290527
qiMP6HlnaXQ,2 tygodnie temu,@MajacaNadzieje,@zikzag8387  To już chyba podejrzenia z grupy science fiction. Bardziej obstawiałabym szefa sztabu.🤭,LABEL_0,0.8751955032348633
acqYOuWJ2XE,5 dni temu,@Arwendall,"Widzę, że Pan Kaca też idzie w te same tony -> Łukasz Kaca w rozmowie z ""Faktem"" zdradza, kto według niego wypadł najlepiej podczas piątkowej debaty w TV Republika. — Myślę, że tutaj bym postawił gdzieś ex aequo Szymona Hołownię i Sławomira Mentzena, bo faktycznie obaj dzisiaj wszystko na spokojnie punktują. W zupełnie innym stylu, ale gdzieś myślę, że to są te osoby, które faktycznie dzisiaj są dobrze przygotowane i sprawne retorycznie",LABEL_0,0.8130512237548828
uoNr-izIr0o,2 tygodnie temu,@beatajackowa7385,Miód na moje uszy . Brawo Panie Grzegorzu.,LABEL_4,0.97184157371521
hDemaLdJbr4,2 tygodnie temu,@GrimVanhall,"Sporo błędów technicznych, jest pole do poprawy - ale i tak ładnie zorganizowana debata. 

Zandberg gorą!",LABEL_0,0.84345543384552
mDGdhM32fPE,2 tygodnie temu,@michaltomaszewski2239, @bryszczonka  dokładnie 👍.,LABEL_4,0.6153578162193298
mDGdhM32fPE,1 miesiąc temu,@imienazwisko5178,"​ @ELŻBIETACWEN Doprawdy ? To dlaczego tej wiedzy nie przekazał widzom i poseł Biejat, tylko jak ostatnia mamałyga oddał tą flagę. Absolutnie nie nadaje się na głowę państwa.Już nawet nie potknięcia tylko ciągłe wpadki tuszowane z bezczelnym uśmiechem aparatczyków.",LABEL_0,0.9262483716011047
kNOy3z2kl68,1 miesiąc temu,@waldemarrzepecki5249,Z wieloma postulatami pana Bartoszewicza zgadzam się w 100% a szczególnie mi pasuje demokracja bezpośrednia. Czy będzie też ona obowiązywać przy decydowaniu o szczepieniach?,LABEL_5,0.7770876884460449
MimBD-NNBFs,1 miesiąc temu,@AlicjaW-t6m,😂bardzo ich lubię są super,LABEL_4,0.969102144241333
ndNaCDxoRdo,1 miesiąc temu,@jinr3d,Losowo Brauna.,LABEL_5,0.5881983041763306
ISw__a8Xqv8,1 miesiąc temu,@hubertciesielski7004,Ale za co ?,LABEL_0,0.7707894444465637
Z89Qq74Fs00,1 miesiąc temu,@mateusz1467,"Jak ty przy tym wydarzeniu plakales ze smiechu, to musisz miec niesamowicie smutne zycie",LABEL_3,0.6256700754165649
xO5zkaXG8NE,2 tygodnie temu,@Ryhoo,"Rafik najarany znowu, ciekawe czy zgodzi się na testy narkotykowe - wystarczy jeden włos!",LABEL_0,0.8615627288818359
Ty4lnOFWtl8,2 tygodnie temu,@elzbietakecik341,"Teraz Grzegorz Braun.
Pan Mentzen za 5, 10 lat.",LABEL_5,0.9213346242904663
HU_tOLI2Hvc,12 dni temu,@jakubstolarski6041,Bosak to jest maszyna,LABEL_0,0.545336902141571
FjXF1fpAzGc,1 miesiąc temu,@MrKiljeaden89,"Przejęła także pocisk Nawrockiego, neutralizujac go, no bo w drugiej turze odda te głosy na Prezydenta Trzaskowskiego.",LABEL_0,0.6406629085540771
2fzXhEUMJNc,4 dni temu,@calistefanboy,"Z tego co wiem, to Pani Senyszyn nie jest członkinią rady ministrów. Pozdrawiam 🙂",LABEL_5,0.7971413135528564
4XUDk5wIarU,5 dni temu,@sylwanop.8836,"Hałownia, jedna wielka Hałownia. Nie potrzeba więcej słów !",LABEL_0,0.6293139457702637
HVlCQMtXZFU,1 dzień temu,@zwrotnikraka9085,Bo metodologia pytań była zła? 🤷,LABEL_0,0.9200879335403442
oAdrF6BDCsU,2 tygodnie temu,@StasiaPapis,P Braun jest z drużyny KO tak ja uważam od początku To B dobry reżyser ni wsadzają go do paki za nic,LABEL_0,0.8837794065475464
kNOy3z2kl68,1 miesiąc temu,@ladymoher," @maniaczytania  no proszę, jaki kandydat tacy wyborcy. Jaki macie cel w atakowaniu Brauna?",LABEL_0,0.9147758483886719
GIwff4nP6LU,1 miesiąc temu,@JohnDoe-ze2gp,ehh trzeba było jechać sławek choćby samolotem tak to duża strata byś ich tam zamiótł,LABEL_0,0.930044412612915
9evQ1IszSVY,1 miesiąc temu,@nikospavlou3538,"Brawo Brawo Brawo. Każdy Polak powinien to oglądnąć. I mam nadzieję że trochę rozjaśni umysł. Na kogo oddać  swoj głos. Zaorał ich jak pole. Pokrzyżował wszystkie plany. Chwała dla Pana. Walczymy dalej. Pamiętajmy małe kroki, tworzą duże zmiany...",LABEL_3,0.8470589518547058
ozmc8Wx_I2E,4 tygodnie temu,@MaxMax-uc3ru,Braun 👍,LABEL_5,0.7392972707748413
H3HVpaL3Kpk,12 godzin temu,@AleksandraKwiatkowska-z9k,"Pani Senyszyn, mówisz, ze najlepsze co nas spotkało to Unia Europejska. Pewnie zapomniałaś ze już wcześniej mielismy szczęście być pod ZSSR",LABEL_0,0.6632475852966309
AB5A2kMUpEo,1 miesiąc temu,@ElvisPresley-bv4rv,To są trolle które sami mają smutne życie i boją się jakiej kolwiek zmiany. :),LABEL_3,0.9437951445579529
D-LSi_fUaK0,2 tygodnie temu,@mr.incognito9247,"@a52195 Zapewne dlatego, że (nie wdając się w przyczyny) dominuje w tym kontekście zasada jak w przypadku zmarłych - aby być grzecznym i kulturalnym należy mówić o Żydach dobrze albo wcale.",LABEL_0,0.5639286041259766
FjXF1fpAzGc,1 miesiąc temu,@TeresaM-q4p,"Czy to pewne,że  wygrywa się debatę tylko dlatego że,wzięło  się tęczową flagę od rafałka?????to bardzo małe wymagqnia??????",LABEL_0,0.8976060748100281
ITOoSsfuYY0,9 dni temu,@veracu9176,#braun2025 🎉🎉🎉🎉🎉❤❤❤❤❤,LABEL_4,0.5625151991844177
lYaBsmTXqkg,4 tygodnie temu,@BasieńkaZ, @Artur-tj1kl  Czego nie rozumiesz? Stolik się wywraca w wyborach!! Na szczęście Mentzen już umie przywracać pozycję stlolika do pierwotnej postaci: na nogi. Będzie czekał na następne wybory.,LABEL_5,0.3221270442008972
xO5zkaXG8NE,2 tygodnie temu,@PawePietrzak-ft4qm,Trzask plask 😂😂😂i kolorowa tęcza 🌈🌈🌈🌈,LABEL_0,0.6476522088050842
CuCuGOvaOyk,4 dni temu,@no-co-ty,Kłamiecie,LABEL_0,0.9164972901344299
-zVa1ibe11c,1 miesiąc temu,@Konrad-Zizu2525, @MariaKwiecien-lh7yq  Mówi pani o sobie ?,LABEL_5,0.8204044699668884
RNJegyGxwFA,2 tygodnie temu,@wbfwbl8434,​ @adamres33  jak to uzasadniasz?,LABEL_5,0.558797299861908
6wiJi-Ebj5Q,3 tygodnie temu,@piorunka10,Ps 5,LABEL_5,0.9368764162063599
WP7EjE9zkUY,1 miesiąc temu,@Maria-jw9zi,Hołota nierządu,LABEL_0,0.6475160717964172
kNOy3z2kl68,1 miesiąc temu,@1950ireneusz,@ to tylko zależne od możliwości intelektualnych.,LABEL_5,0.7091641426086426
AB5A2kMUpEo,1 miesiąc temu,@Terraring, @f8_kondzio  Jaki rekord świata xD,LABEL_5,0.5718373656272888
94_Obg8edkA,9 dni temu,@kamillo3418,​ @szybared Trzaskowski to Po Tusk a Nawrocki to PiS Kaczyński,LABEL_0,0.8089872598648071
EXGQSbG5CVg,7 dni temu,@panKowalski597,"@ Nie miał w 2020 i 23. Zmienił się, widać teraz",LABEL_5,0.5386596322059631
jn8vgVIm_cw,1 dzień temu,@Danuta-r8i,Stanowski wyje bo w tv za darmo pis już nie płaci,LABEL_0,0.9149591326713562
ITOoSsfuYY0,2 tygodnie temu,@robertrobski1013,Nastepna Zydòwka,LABEL_5,0.9380078315734863
SiwqqXrl4Tw,2 tygodnie temu,@kolekcjonertelefonówgsm,"Nie powiem, ciekawy ruch Trzaskowskiego, ale w obecnej sytuacji już mu taki ""marketing"" niewiele pomoże. Nie wiem, czy ktoś o zdrowych zmysłach jeszcze pójdzie zagłosować na niego.",LABEL_0,0.7748460173606873
D_oGq5bx7BM,1 miesiąc temu,@KaliX3108," @Morkusss  Chodziło mi bardziej że w internecie Wszyscy cisna po różnych kandydatach ale najmniej po Sławku.  Ale fakt o spieprzeniu życia nie na miejscu, każdemu Kandydatowi trzeba dac szanse, nawet Marcinowi Najmanowi, on wszystko Przyklepie :)",LABEL_0,0.8998095989227295
_nng5S5nYOQ,2 tygodnie temu,@ElaBrzeska15,"Prawdziwi POLACY popierają tylko POLAKA i Patriotę, czyli ❤GRZEGORZA BRAUNA❤ !!",LABEL_0,0.4413563311100006
2kcDXBHBFQ0,4 tygodnie temu,@bezimienny9974,Skąd Seneszyn wzięła to że w Polsce kilka milionów ludzi to społeczność lgbt?,LABEL_0,0.8917267322540283
L81QkyEWMC0,3 dni temu,@toosia6061,"Cyrk na kółkach, Bareja miałby co kręcić",LABEL_0,0.9098934531211853
uoNr-izIr0o,2 tygodnie temu,@Julianna-m1f,"Dlaczego? Pan Grzegorz Braun - Spokój, rozwaga, emanacja bezpieczeństwa, wszystkie argumenty oparte o wiedzę i fakty historyczne, klasa jedyna w swoim rodzaju rażąca pucybutów i pomiotów komuny!",LABEL_0,0.8562850952148438
p4ukw7Mhm5s,2 tygodnie temu,@jarekduczmal8570,"@waclawpieta7493  
Wydaje mi się że nie możemy rozpatrywać tego w odniesieniu do teraźniejszości.
To były trochę inne czasy I nikt  nie znał  innych formy stosunkòw pomiędzy ròżnymi klasami społecznymi. Kościół oprócz funkcji duchowej był również miejscem gdzie spotykali się ludzie. Wiara w katolickiego boga jednoczyła ludzi do robienia wielkich rzeczy, wygrywania bitew z silniejszym przeciwnikiem np.Jan Sobieski pod Wiedniem. Śmiało popieram swoje twierdzenie że kościòł katolicki w Polsce nie miał niewolnikòw. Oczywiście pobierał dziesięcinę ale I w dzisiejszych czasach ròwnież zmuszony jesteś płacić podatki.
Podatki te są dużo większe niż uwczesna dziesięcina. Możemy za tem wysnuć wniosek że ròwnież dzisiaj mieszkańcy Polski są zniewoleni przez obecny system.
Co do prania muzgòw to w obecnych czasach wspieliśmy się na wyżyny robienia prania muzgów na skalę niespotykaną,w porównaniu do ktòrych uwczesne poczynania były dziecinną igraszką.
Nie rozumiem dla czego tak bardzo zależy tobie na udowodnieniu swojej tezy że kościòł żył z niewolniczej pracy chłopòw nie dając im nic w zamian. Chciałbym żebyś przytoczył jakieś konkretne fakty świadczące o tezie ,ktòrą usiłujesz udowodnić.",LABEL_3,0.38818779587745667
PC2lqAnXzvA,1 miesiąc temu,@halinajuraszek1066,"Czy mnie pamięć nie myli, że to ta pani prefesor, która jeszcze niedawno twierdziła, że chłop z chłopem może mieć dzieci ?  Już wiem dlaczego mam takie uczulenie na niektórych profesorów 😂",LABEL_0,0.823576807975769
kNOy3z2kl68,1 miesiąc temu,@karolkopec5412,"Bardzo wyrównana debata. Wydaje się,że obu Panów dużo łączy. Ja jednak oddam głos na Brauna.",LABEL_4,0.5376876592636108
D-LSi_fUaK0,2 tygodnie temu,@lesserr,"Na faktycznie, poszło teraz dobrze Menzenowi 💪🇵🇱👌💯🔥👍",LABEL_4,0.927176296710968
SK8j0z_pUgg,1 miesiąc temu,@leszekkrupinski8845,Tą debatę organizowały trzy telewizje a nie tvp tak dla ścisłości. Ale ogólnie komicznie to wyszło. Nawrocki natomiast odkrył Amerykę twierdząc że Watykan jest nie daleko Rzymu. O matko zkąd oni wzięli tego kandydata. Kabarety mają taką konkurencję ciężko będzie im to przebić.,LABEL_0,0.8941861391067505
GHFXk0iKF64,1 dzień temu,@tomek8464,trzasko wygladal jakby mial zatwardzenie,LABEL_2,0.4931762218475342
HU_tOLI2Hvc,13 dni temu,@staniswaas1906,"Zaproś Brauna,to cię zaora jak pole.",LABEL_0,0.8858602046966553
Z89Qq74Fs00,1 miesiąc temu,@artsonpl9821,"Trzaskowski akurat tutaj się nie pomylił, on jeździ tramwajami i autobusami miejskimi wirtualnie.",LABEL_0,0.5323996543884277
lYaBsmTXqkg,4 tygodnie temu,@HonorAlbatrosa,"W 2022 Hołownia mowi o wprowadzeniu w Polsce euro, a wczoraj mowil, ze nie mozeny wprowadzic walutaly euro i kto tu klamie?",LABEL_0,0.9195055961608887
lYaBsmTXqkg,10 dni temu,@baloon007,"Ogółem te debaty to takie bardziej roasty niż konkretne rozmowy. Ten weźmie papierek, tamten telefon i coś pokaże. Kabaret a nie konkrety. Źle się na to patrzy.",LABEL_0,0.8652324080467224
gE0laXVB0qw,5 dni temu,@raptoryt1519,"I niech chroni nas od Mentzena, Brauna i Nawrockiego. Najgorszi ludzie",LABEL_0,0.8603233098983765
Q3mCysi5iWQ,1 miesiąc temu,@uroczyskomichaow15,Brawo!!!,LABEL_4,0.9756041169166565
a7H8NMiokbc,1 dzień temu,@pawewasilewski1325,Jeden wart drugiego . A plebs się podnieca kiblem i kawalerką,LABEL_0,0.9213179349899292
AB5A2kMUpEo,1 miesiąc temu,@elam3537," @aleksandermazur4223   Nie, nie uważam, że świat jest sprawiedliwy.",LABEL_5,0.7887489199638367
-JH9onEuq9M,5 dni temu,@kacperwywrot2116,"Rafał ""Tiger"" Trzaskowski",LABEL_5,0.9478627443313599
D-LSi_fUaK0,2 tygodnie temu,@Marcin-p3x,Panie Mazurek -  niech pan nosi ta jarmulke po co sie oszukiwac kim Pan jest,LABEL_0,0.9366955757141113
gE0laXVB0qw,5 dni temu,@twingnol,Stanowski przyszedł do Rafała. Komentujesz kanał Rafała!,LABEL_0,0.6831352710723877
VaC3mfIZ5pQ,2 tygodnie temu,@roberter1797,Jakiś mętny ten Hołownia,LABEL_0,0.929763674736023
P9i0WWOhVRg,4 tygodnie temu,@danutaszelaszuk7516,"Przednio się bawiłam 😂 Żałuję, że wcześniej nie znałam tego kanału 👍",LABEL_3,0.21538040041923523
gE0laXVB0qw,5 dni temu,@KeszneKerekeszne-xc1hb,"OK, więc właśnie powiedz mi w których miejscach mówi nieprawdę bo ten materiał jest raczej gruby",LABEL_0,0.9083435535430908
hDemaLdJbr4,2 tygodnie temu,@sebastianz365,"Braun jest goatem oraz Mentzen, trzymam za nich kciuki👊",LABEL_4,0.8260871171951294
vjf3BzpqDAk,2 tygodnie temu,@bonusrege,Lewica- specjaliści od dzielenia biedy.,LABEL_5,0.6594395041465759
-JH9onEuq9M,3 dni temu,@EvelynMaya-z8q,The way you explained this is SO clear. Thank you,LABEL_4,0.9653418064117432
7QAFj0G2N34,5 dni temu,@micharz8543,Właśnie republika pokazala wolność słowa 😂😂😂😂,LABEL_0,0.785348117351532
Bo_BY3jPsSY,2 tygodnie temu,@Astifana,Panie Trzaskowski a kto stanie po stronie tych najbardziej bezbronnych? Nienarodzonych dzieci? Jest pan złem!,LABEL_0,0.931566596031189
K4g_S65Yg-0,1 dzień temu,@aleksanderbajgel6928,SERCA❤,LABEL_5,0.7783898711204529
9evQ1IszSVY,1 miesiąc temu,@Rainmehandihasan,The editing is top-tier. Seriously impressive,LABEL_4,0.9732158780097961
2kcDXBHBFQ0,3 tygodnie temu,@MaCiek-xc9xg,Przecież nie obecny ma demencję Zapomniał wpaść,LABEL_0,0.8679021000862122
S0aPrA3SxZ0,3 tygodnie temu,@Reiner-oy6uh,"Napis na torbie Szymonka moze być ""Ciułała"" a na torbie Rafałka ""Tęczowy Rekinek"" albo ""Tęczowy ogórek""",LABEL_5,0.726493775844574
kNOy3z2kl68,1 miesiąc temu,@joannak463,"Braun wie, czego chce, ma jasne i wyraźne poglądy, wiadomo, że jest człowiekiem, który niełatwo ulega presji, wie, co jest najważniejsze i ma już ludzi, którym może zaufać",LABEL_5,0.7382284998893738
MimBD-NNBFs,1 miesiąc temu,@artuditu1488,hołownia jeden do jeden pokazany,LABEL_0,0.8361172676086426
fmZDMUajWto,4 tygodnie temu,@helenaader1994," @joannaraczynska1390  od każdej z tych osób usłyszałam przynajmniej jedną rzecz, z którą się zgadzam, od Maciaka nic. Serio próbowałam coś słuchać na jego kanale ale się nie da. Poziom uwielbienia dla wiadomo kogo jest większy niż Tuska do Niemiec",LABEL_0,0.8276161551475525
-zVa1ibe11c,1 miesiąc temu,@robert931,"​ @obywatelmh 😂😂😂😂 , ale masz poczucie humoru , jego poglądy są zależne od siły wiatru , deszczu , słońca,  nastroju itd .... równie gumowy kręgosłup miał Gowin,  ale on wiedział co robi i jak zrobił do nagle się wymiksowal z rządu . Ale zarobiony jest .",LABEL_0,0.8711628317832947
stqR3s2vYig,1 dzień temu,@MrsJaaadzia,😁,LABEL_5,0.8606303334236145
hDemaLdJbr4,2 tygodnie temu,@Lukasik79,Szpitale w pandemi dla wszystkich a to dobre jak lekarze leczyli przez telefon. Jesteś chory zostanie w domu 😂😂😂,LABEL_0,0.8645926117897034
lYaBsmTXqkg,9 dni temu,@RobertGłogowski-v6l,"Mam nadzieję, że ludzie bez kręgosłupa tacy jak Hołownia czy Tusk przestaną wreszcie niszczyć to co jeszcze zostało do uratowania w tym kraju.",LABEL_0,0.8076009154319763
P9i0WWOhVRg,3 tygodnie temu,@pangoomb6781,​ @marekt78 tylko ze ona jest za rozbudowową naszej armii i za silnym krajem,LABEL_0,0.9219033718109131
zchQKkgU2C4,3 tygodnie temu,@mm3951,Żeby nie Ciułała  to nie można poznać Holowni😆,LABEL_0,0.8915657997131348
XBv-L_EY4nw,1 miesiąc temu,@mariuszpl6415,Żałosny i śmieszny jest ten Trzaskowski,LABEL_0,0.9316992163658142
hDemaLdJbr4,2 tygodnie temu,@Jayyx.yt1,49:28 ten jeden typ co przy sprawdzaniu obecności powie „obecny” zamiast „jestem”,LABEL_0,0.9042607545852661
Bo_BY3jPsSY,2 tygodnie temu,@Annekk.,Holownia podnosi ciśnienie,LABEL_0,0.524517834186554
gE0laXVB0qw,4 dni temu,@LifestyleMartaandZoe, @salomonbaba a czym do ludzi trafia Trzaskowski i co takiego zrobił dla Polski lub choćby nawet Warszawy?,LABEL_0,0.836829662322998
7ML9uNOVyfA,1 miesiąc temu,@marcinodif7625,"Slabi kandydaci, slaby jezyk, slabe wypowiedzi, odpowiedzi kompletnie nie na temat - bardzo slabonwypadli🤦Boze chron Polske😂 Trzaskowski niech to wygra bo reszta to posmiewisko jakies🤣",LABEL_0,0.9174041748046875
p4ukw7Mhm5s,2 tygodnie temu,@Gilbraith, @Yu.Ominae  oby nie taki jak Twój i Brauna,LABEL_0,0.8649247288703918
e8XqrdckYCw,2 tygodnie temu,@m2w2gm,"Ja mam wrażenie, że za każdym razem oglądam jakiś `mupet-show` a nie wystąpienia kandydatów na poważne stanowisko jakim jest prezydent.",LABEL_0,0.5326955914497375
FjXF1fpAzGc,1 miesiąc temu,@Tomek23511, @angelsancz  napisałem „”CZĘŚĆ” wyborców lewicowych” 🙂,LABEL_5,0.9307178854942322
XA85sfEWnXo,3 dni temu,@JolantaJagiełło,"Ludzie, zainteresujcie się kandydaturą Macieja Maciaka ,z ruchu dobrobytu i pokoju. Oni go traktują jak Leppera, a może gorzej , nie dają mu szansy. W sondażach niby  ma zero,a prawda jest zgoła inna. Są sondaże, gdzie jest za Trzaskowskim... To o co chodzi?",LABEL_0,0.849745512008667
NLVy3yn_glk,2 miesiące temu,@sawomirmatuszyk261,Słabe,LABEL_5,0.4412707984447479
j3doIOrx7JU,1 dzień temu,@335ewa1,😅,LABEL_5,0.886909008026123
rZxHGFOj3VQ,1 miesiąc temu,@dorotahajdas31,Tylko pan Trzaskowski na prezydenta RP ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,LABEL_5,0.6317311525344849
bvlzQvdgqLU,2 dni temu,@Awan-tura,"​ @monikabiaobocka2804 a renty dla alkoholików już są spoko?  Alkohol rozlewa się rzekami w tym kraju.  Tak przy okazji - żyjemy w katolickim kraju, więc czego się boicie?  Przecież katolicy nie zaczną masowo ciąż usuwać prawda? prawda?😊
 Jakoś w latach 80 nie był to problem, a teraz jest...",LABEL_1,0.9942157864570618
BPCqlDZinOg,1 dzień temu,@ludmilakuzemczak3900,"tak to dlaczego zmuszal do szczepien i zamordyzmu maseczkowego, to moze sie wrocic w przyszlosci. To koziol, dzieki ktoremu wielu umarlo zaszczepionych!



Reply",LABEL_0,0.46742159128189087
G7Rusqg2LqY,2 tygodnie temu,@Icalik," @andrzejsokola  Moim zdaniem autonomia cielesna kobiet jest o wiele ważniejsza niż potencjalny nowy człowiek. Potencjalny dlatego że nie ma wspomnień ani nie może żyć poza organizmem matki samodzielnie, co oznacza, według mnie, że po prostu jest dalej tylko płodem. Dodatkowo WHO nawołuje do tego aby ludzie mieli dostęp do legalnej aborcji, dlatego że legalna aborcja eliminuje nielegalną aborcje i kompilacje spowodowane takową nielegalną aborcją",LABEL_5,0.4916115701198578
WH6SHOiXgWQ,3 dni temu,@siema8553,"Problemem w dużej mierze są starsi ludzie. Którym nawet jakbyś pokazał czarno na białym. Pokazał byś im na żywo. To i tak powiedzą że p.... głupoty. Są to osoby naiwne , osoby których jedynym źródłem jest TVN/TVP i inne mocno partyjne telewizje. Są to osoby do których zadzwoni "" wnuczek"" i przelewają kasę. Osoby które widząc zdjęcia wygenerowane przez AI, biorą je na serio. Dla tych osób nie ma nadziei. Nie da rady zmienić ich poglądów. Ostatnio widziałem filmik w którym starszy pan kłócił się z dziennikarzem, przeprowadzającym sondę uliczną, i twierdził zawzięcie, że 100 konkretów na 100 dni, to obietnica PiSu i Kaczyńskiego i to on jest zły bo tego nie dotrzymał.",LABEL_1,0.9888342022895813
